68383 155734
20659 62222
50159 38208 191995
36546 46159 199380
50186 19872 225594
29667 51541 202311
47090 15041 219710
64863 31802 232842
10489 49844 173101
9032 19403 226243
23794 29359 170758
12740 23660 177716
50240 50914 200124
63145 1125 157503
18857 32610 209458
2964 55836 180010
4150 32774 193349
47932 23836 160302
59034 47726 165280
17339 50034 188599
3967 56334 216250
23233 4190 218853
50656 6222 215815
16727 45462 172096
43302 16518 193174
66687 21986 210019
5326 65578 203671
58615 23957 185331
61226 1744 177105
63069 49263 215121
61451 10315 196391
28064 35475 168904
14434 50340 192939
54548 48701 207235
54895 6040 209495
38709 63857 171708
10587 41922 193815
54218 18679 175300
5106 43902 197719
27198 4870 171209
23554 35003 214805
67634 34660 221623
11597 30864 210625
56015 3018 175729
24047 58605 186747
29872 6960 196170
37594 29097 223419
61083 39740 162064
60109 21025 208861
29942 59929 181495
56521 18105 164069
17574 40474 184306
14011 31014 186893
5976 28423 169909
61449 31386 220542
10448 5700 181045
33109 14863 166562
51770 53802 209041
27685 1528 158549
55710 47703 185972
50164 46980 200256
3659 31782 174478
53193 47910 179405
5025 27649 203289
3207 4542 226805
11596 21926 221350
53535 53323 209419
48064 63666 203278
41152 36757 191613
49912 10115 206802
42069 33631 199002
35296 66410 174450
16033 37850 227756
32353 60747 159196
17895 61598 205950
23865 1541 178759
52245 34887 210431
35163 51876 190701
31325 12835 167240
36726 19583 218567
39302 33600 222528
28320 5855 213535
38059 62523 167440
41394 14614 212279
67674 40792 166520
8499 33167 207401
8667 53548 196815
49969 12840 158414
30813 41388 202550
8389 47013 164198
21030 65170 223129
20087 28551 200825
7716 48398 207473
22642 46063 178686
47680 4618 206211
43482 4727 216422
13302 9947 223345
62206 27760 185790
19411 29074 190027
22221 22710 215006
55241 23463 214328
21443 18077 220516
54214 13631 225325
61575 19582 194116
39671 34006 156571
9223 42758 170232
5905 1356 212767
35241 23596 191799
22961 63385 158844
48012 14894 194908
33145 27176 158702
12123 28082 218801
22719 28789 156909
51766 42874 221929
66102 19787 232257
25458 37487 222023
41598 54138 196535
40112 13900 178099
4265 45770 188548
64638 36484 193272
60023 49899 173602
64672 4624 158462
37162 17057 214360
56571 47541 164376
49990 42929 221475
27075 45297 171529
46583 20550 219042
2719 14105 198781
8475 26966 222049
14796 41638 170067
37338 56843 167738
52996 15498 191709
42887 10566 194791
27465 63893 175556
24535 43204 183408
64360 32351 218291
66970 6219 168974
37605 33261 205330
24529 61776 195505
35950 5924 175965
50828 726 178756
24203 6428 165446
59457 27516 173668
18343 34628 206895
11595 44961 173695
51253 22640 183787
48359 18726 230682
62986 62302 203199
42568 51860 192941
66140 64611 186643
54840 59424 170343
59467 14599 160160
17377 66359 188626
23433 66640 183634
29673 38079 214293
31035 15276 206784
37679 29105 155897
35089 50067 222340
17619 20945 221480
66581 62465 163259
42789 40902 230515
5167 15875 160208
3192 36662 174149
6331 65247 183332
67859 34104 185538
32708 2223 228913
54501 26633 169633
29378 27641 214878
28164 22856 200560
36122 38971 174797
61152 1408 183206
15544 54682 194768
45664 585 215677
48925 23331 189738
39504 41666 204650
10872 31168 223910
40547 61355 181107
66497 13041 208931
57192 39888 169361
31624 4813 162900
9177 35024 165686
14899 45972 216421
50267 51922 156136
64966 33548 176220
43208 53670 177281
2856 7552 222134
63446 66392 159571
18953 67921 193363
13559 40905 203045
59371 15501 183103
66486 54563 223874
24312 39905 174491
45084 22183 217024
14817 62928 233436
42016 15506 213767
9664 42969 232228
22730 48334 213842
8144 16808 190861
54909 45148 179988
43408 4607 215559
55069 20686 185434
60794 61058 189153
40816 1570 202996
58744 4155 164647
35440 40540 224349
6886 15629 220351
56291 26631 204983
7821 63855 205098
49594 48962 233500
57213 1966 207680
52346 29891 159035
62818 52711 223238
42910 23771 199959
32459 15947 159955
33026 32656 191369
12424 1301 177739
53849 14617 225082
55443 28040 225859
2976 60932 222668
37584 12277 231762
42555 18894 227675
66055 13862 164364
50740 36330 168259
44552 35583 199069
763 27379 197209
7769 5365 211235
20577 39814 219854
20646 2392 163097
4294 23006 233501
25038 46980 196755
48602 2460 171874
62437 60315 161061
60400 1663 196344
35185 28719 223659
29815 11970 162568
65716 29689 191921
63304 46148 176159
3128 53644 211430
46893 19778 169491
22674 66042 199495
32080 17093 173180
25545 33711 187200
51438 38132 208502
58960 18749 163409
7692 61177 212503
43488 6829 163632
66922 29913 230555
4612 28304 186913
27272 14972 229595
3550 50988 161356
58715 32617 229193
17876 2461 191870
23416 28764 205964
60898 29161 190473
20723 25444 168565
56079 35563 223208
10683 25463 230363
64906 46570 174935
64069 46549 159401
1919 22730 227031
55389 63362 232191
11713 33087 227289
40450 67340 185366
6028 8994 188818
32746 60913 183569
48014 66252 199523
36118 34120 210467
31072 44177 231494
43439 27028 174103
34135 8603 170979
51297 17522 180837
65586 18816 231334
2383 47086 192463
62115 40808 170446
47435 9403 213192
65013 26025 175715
34733 54509 199930
22406 18589 195994
30224 20414 185828
27088 28173 187243
55843 14060 213556
58860 23775 198137
52832 56663 205447
39634 25404 220054
28909 8280 162091
59012 63760 196194
48226 49010 186720
39795 54031 182573
6425 12939 188992
26957 910 175881
22229 39225 188015
41389 37512 230395
126 20158 163849
5966 21569 162859
63178 11565 230064
33663 46669 216931
38785 996 188569
32063 63902 183407
60840 5436 196424
67047 1542 173834
37997 65431 163363
42100 50701 171679
63067 68188 177808
65959 41630 231964
31434 51812 202658
40388 23222 182594
49106 26585 158689
43749 65291 196567
11036 23638 223313
26109 37139 228905
50416 62837 197255
27045 6805 188736
25573 25036 181767
20141 32651 193495
33234 42826 224339
31642 49156 218042
8126 7043 228500
9577 19501 199857
33275 29668 185191
43234 14708 224132
27732 48112 195850
62632 51903 155967
46604 46565 158834
24168 67004 228590
57737 57095 214248
62134 36700 192706
68118 14683 203654
51221 8422 180816
66766 64296 161218
60292 49518 173965
21942 60426 205708
7488 21370 231700
65230 47311 213926
13073 19833 160812
16765 45559 167564
18247 26397 182176
28517 14671 189827
46434 42834 206381
44088 53526 201586
65101 25207 205236
23986 23097 217809
35600 56575 195802
3556 24848 232836
15670 1069 199038
8378 27530 197605
48884 39309 187332
46743 53335 200679
64487 41006 184286
5815 21278 233423
3882 60096 177012
39047 41101 210487
67711 47752 167817
38156 2617 217901
68025 48200 178742
9674 9284 199647
41582 17388 160920
17446 15809 174937
66998 30769 156691
23330 28414 222350
29522 62176 163526
53834 56622 201084
18852 56972 183539
4731 17383 218679
45968 61423 167589
26101 62558 213317
49490 33133 171306
25844 5632 183203
12185 67486 168455
24406 10098 232239
36524 18477 175883
7193 31002 187133
60287 40403 209654
10848 46080 169494
50182 10925 195658
13266 1624 208356
31979 58139 169624
12490 3496 226640
48501 23650 178662
21893 31122 211204
10869 54982 192732
2544 863 156310
9758 26548 212364
39745 32732 211576
55623 37048 207307
35687 41072 184693
47295 26673 209997
14428 3032 223512
3005 25338 191086
3565 34971 157978
11932 67330 207852
9750 11881 162589
34397 27718 226702
32586 58421 180999
8520 54653 191695
62923 23941 184606
41651 53880 219726
35913 39709 174398
65577 52272 190773
35968 58177 212114
60611 7441 232292
14321 36739 167215
57002 10947 216066
6770 48458 229939
29375 50215 185589
26595 22097 224738
5659 34653 192728
65884 57047 198545
41399 7072 197870
45486 34725 219047
48775 66157 209209
15363 53710 164363
42935 60207 185333
9731 64095 181247
49951 21509 226596
59088 55259 218586
45357 67573 212537
20295 65431 194821
22175 19038 227267
39782 65182 157562
1509 51109 229522
4549 16438 220370
32735 59487 193121
36409 50770 164558
25089 29922 167229
26761 3670 178972
27596 58763 159979
17628 36526 197126
28425 49281 205779
9514 44345 172734
64794 14891 224485
45038 32243 165751
3684 54653 218568
32850 9609 219015
12588 50894 200558
63438 16611 180660
48277 61709 198287
10691 66157 198977
13514 1791 212677
33804 43227 231822
9518 35189 159836
3531 10490 214914
15613 2944 206130
10534 65509 201967
45769 8015 213041
33258 154 171141
22077 19387 212104
56409 40072 211625
10142 35534 224236
2631 32805 202651
28844 10788 191336
51717 20128 187528
40814 53862 228878
26268 26274 228298
13221 15136 182123
14688 32214 213979
18493 18715 186735
34609 57903 225474
24050 34556 165086
41837 3829 171116
17700 33879 230594
23010 9635 193682
46739 60035 191372
22380 2415 209924
25824 5835 201127
66935 68017 231620
10327 27508 228649
17384 2163 184702
43244 65845 194829
55783 62701 167450
24087 9391 208128
67365 17806 226688
59281 16543 179139
45745 62904 208756
25084 29261 188300
40990 37768 160266
29195 56452 178417
36011 49739 188104
62046 33985 218839
2236 45118 165840
65123 64565 174611
15215 21167 180781
3843 60437 177865
62580 58006 229339
19743 39256 201535
37632 54556 199643
62631 3890 172627
5619 54834 203855
62341 677 225017
8162 43400 183485
7097 31823 175369
22144 1137 221565
58899 26323 230056
59071 8301 169950
51262 21183 229714
47905 48514 171414
58156 51781 188696
905 4204 216001
59759 43469 203391
21788 68267 172717
50185 1889 223715
23287 43273 221209
49377 237 215362
23909 32401 179030
41439 68269 168635
46732 32727 158364
33887 7399 211584
3194 47957 180499
38572 10672 180944
3797 1912 175396
7907 5348 183190
10296 8487 200120
61254 47048 187038
45899 29718 164175
64092 48628 226452
37791 63845 226351
1083 25093 168626
26715 62341 212054
17004 59207 173165
4854 1897 192584
53463 63432 213876
97 55114 227134
7917 15101 221529
22523 47064 179302
31743 21422 203480
63020 32558 176643
15243 674 172136
51055 53683 162282
4490 14299 194684
15126 65652 177693
43167 7775 202382
62252 40142 220673
66622 18451 165069
54762 16655 167600
52775 62989 202170
38864 35046 163395
3070 57738 224306
41859 3942 189353
55909 67494 205625
29849 36935 179745
60333 36097 204971
23896 65177 229263
19971 37755 186422
18652 45594 222640
31665 10262 177695
18884 39431 177423
50898 48259 194839
20333 9383 233258
17258 54227 199498
63805 58929 208624
14356 29169 231226
58279 29807 159143
10603 56735 184540
34380 43538 159036
66219 14820 188141
8452 60301 171317
22493 51430 233555
48823 47164 214106
43215 48305 210015
28663 51897 222718
54381 64386 195536
48858 24724 213307
67312 43023 207065
29917 53005 156324
10838 30289 225260
8795 39898 186217
36260 28911 163258
42286 65936 179851
40423 35957 160191
7931 13068 165052
57969 50165 172224
17592 27587 181762
45745 12804 217030
12296 49820 220058
3931 46597 190615
55877 34782 177542
14466 6108 220571
19853 42378 223662
26546 49610 206489
50140 67687 232376
44651 63298 189118
26751 32689 190363
48111 14617 233146
35971 21763 187690
54901 54734 176071
23014 10275 165648
29037 12918 163321
27253 20271 174758
29041 46093 177771
56028 30683 183281
45257 16702 192419
33724 46542 160102
53786 27381 174320
56190 12557 179070
63901 48731 164253
63118 49988 227712
5259 53611 179436
62093 3430 218450
41097 1151 192020
6582 34606 189730
66937 7350 184007
32871 24289 219761
47087 31752 156801
27934 38091 221732
2370 31638 162854
30031 16763 211298
32808 2321 230213
59562 43719 192902
55785 34526 222036
42624 44830 204104
2939 66483 180034
21810 62302 183341
18306 29077 173654
56751 15350 176380
38235 1267 191116
61090 405 204924
37062 63121 157327
63349 9067 158774
19404 26573 171862
26062 57237 199940
15067 44761 165459
43319 66152 173977
57668 67109 206202
2064 41728 164666
56540 15254 178005
47066 66329 204728
47315 499 204552
2385 9662 217873
32657 21522 205000
17970 28277 187279
8216 27559 204815
2936 64741 232963
49835 32957 162110
54513 23497 223038
1368 65403 168322
54056 43023 179087
36532 13872 174711
9554 51691 193769
46628 46008 230395
52017 14026 206940
19000 60757 176898
5717 18898 230831
24377 48866 187080
45774 55269 232481
18941 43866 223202
58535 33999 190691
27135 29471 194950
40598 28866 223185
22768 8129 229526
4442 1292 230138
40114 53670 228713
12903 4473 224957
46716 23128 189346
50628 22904 157192
66095 47694 174808
47432 39733 192810
58721 17811 183715
18121 97 179179
1252 31755 205771
41547 60818 187786
4305 348 168022
6125 18200 159346
38097 12747 189383
9958 19138 221108
33128 31674 230471
59479 48278 222805
60235 63402 170348
57761 8028 177808
39821 30303 157853
16179 44398 214166
2286 34738 206782
49619 68248 204628
10979 29224 161056
48004 55432 197956
25220 27480 194214
39268 54299 209198
22951 33982 184075
33484 57303 182650
49415 25148 185274
61990 952 233587
28550 11745 195799
8895 12057 230689
34503 18703 171107
42786 68377 186887
57871 5320 178797
22214 9325 219068
36782 935 181942
51675 44357 224739
66992 52323 192803
28905 8893 160120
60379 1030 163824
2084 45365 205555
22667 46790 161729
59211 29348 180770
67999 66653 232858
10032 65940 190605
55477 58036 175781
66994 8756 187784
18729 53514 170310
20825 49848 185359
49767 8422 175881
17255 779 209792
56591 52190 196663
2812 51358 186072
42346 5188 196418
43446 18895 226385
37036 22000 184128
48583 61083 184045
4629 12906 232710
52729 52254 177814
44983 38796 180956
18189 18931 227221
1821 30157 218934
53997 1520 176159
48961 13858 212589
59449 48665 213735
29104 39692 216792
11255 44192 199901
5158 20330 172422
56681 33207 181000
17345 56613 180991
27260 5593 214833
46781 37079 204742
24322 30696 186019
40880 913 163310
40218 31159 210582
4403 5225 217461
21763 36230 170661
42499 6608 161385
653 4305 207280
47101 19396 229594
49681 27104 177714
37186 4816 231799
21972 17639 203608
44688 25511 210838
18312 4861 155837
66230 57735 206521
10692 19951 225683
64424 35980 211305
52824 62568 161974
32700 46079 193841
61750 37190 168819
7756 7778 191561
50726 45405 182707
50057 55932 188730
21629 18939 161925
43941 13067 216932
4949 12795 210740
54999 57566 162729
58152 20419 191920
7924 67408 219283
20287 24256 178981
26138 41109 186774
7036 40863 228796
55057 65165 159979
33543 14086 185121
42200 63544 220659
20040 7685 182263
1691 44028 201999
41348 42823 180079
59697 46474 164469
57969 32668 190286
65157 20445 175683
55534 40935 211091
46470 51197 229684
47467 33510 200054
59563 29946 230435
38030 11213 213012
17093 39852 203901
4129 55433 174386
64184 40632 210736
3823 65528 210427
66707 37044 199251
27263 51817 195121
13981 34244 183102
37937 51109 219568
6208 8282 195117
57350 45247 191272
2152 8908 233113
26243 42689 184919
45786 10426 217720
23216 21117 211313
45342 7596 158104
18034 32114 230531
31813 39001 226401
587 67870 163901
28144 30514 222036
15212 39238 203548
21690 64622 159294
55260 27777 226142
67089 25394 222043
40419 27273 215365
9509 55384 185993
15035 18079 171541
56451 47575 206507
31697 4511 211379
36343 9451 186423
26301 50018 165086
50486 11845 195703
19911 21701 213222
38664 14396 221360
36396 40871 226372
51312 38290 231393
54308 12213 214869
28969 58033 163968
53088 21230 226174
55931 56173 156852
12946 56835 161812
7209 45539 166023
67541 55308 178940
12610 27158 210166
2477 5141 161161
44077 56218 177145
44792 41669 180975
21730 41823 203524
58107 41015 175052
16133 25059 211845
52710 15299 174228
15796 55081 169349
8701 52149 174267
9604 26262 211947
4828 52110 187493
8931 29029 163087
53973 29010 177939
30943 27793 215197
54603 960 159958
60466 46385 158163
37944 29584 172162
53362 53882 192693
18983 30660 178342
40244 6689 167712
9843 49765 159333
10661 23556 197850
50914 21780 175279
24748 47839 208786
29365 19498 188978
38802 19908 163123
65691 16580 193334
41897 60139 231483
15035 2524 185527
28278 63176 228838
66023 15439 226489
54651 2871 190237
43228 7850 206013
13832 33232 166526
23034 51607 181646
15600 46171 160543
47367 3050 166015
6316 34470 225811
24919 54343 212855
34299 52580 160173
29809 9632 193887
1610 28953 226883
51669 53445 211678
61321 49962 231185
6185 20095 173501
53265 56799 196308
53794 32846 190563
8025 62854 158791
38016 31048 186626
4229 56558 185815
28945 1682 176589
1082 19193 171002
55842 54141 195565
18837 47664 213023
6029 59964 221161
54273 3602 231534
36658 54796 169812
61687 41296 177763
65716 17659 197149
2325 8576 229075
33444 40125 156279
47105 14847 213187
31617 19254 209204
54203 66205 205683
51515 58373 224579
41238 469 180907
47825 35463 175687
67375 63377 187744
2545 59814 157824
10026 16894 212110
21842 46090 211327
42587 45849 214320
2870 19524 189099
67923 28352 189831
6238 25049 219291
42404 26213 200916
20405 65951 159539
62262 18575 223082
28898 32977 223978
54981 49929 231840
63768 33944 189767
24053 19072 206991
5015 58013 181163
16414 6304 168670
29448 8825 231845
12456 54547 186351
54423 49691 176598
64229 66327 228410
32402 4912 218251
1249 55962 203729
32952 39701 179836
52335 7545 191294
36205 24449 166047
33578 4467 188158
17886 33358 228610
22896 4663 165089
26988 4503 169466
42675 65792 166919
43443 1791 202356
64641 35593 189471
49944 15789 213129
19545 30413 204966
54477 9302 194866
8273 37133 207851
53600 3352 175862
40621 29676 160720
50899 59194 167060
38537 7979 229980
31204 67264 212372
12778 33001 185989
25382 36430 231500
28120 7045 178861
23668 17555 229753
39779 4309 189750
10474 31577 178230
17482 36024 223879
19713 60888 176685
48835 3040 172266
5946 236 201691
65231 42953 213547
55594 50704 196926
240 50651 231704
19705 12263 211197
54709 4041 220261
18192 23575 232451
10179 66933 176544
37291 12218 191887
25144 15522 220354
15749 12322 228693
31704 53496 216570
20305 41039 196767
41336 46956 156534
21465 55895 179844
14928 25406 202015
48167 38501 158411
66555 2732 174395
44930 58191 217667
36036 14394 203021
21812 25031 222442
17191 5583 224562
53273 34915 207024
30193 37534 172395
41059 61689 157557
32749 49249 161010
24597 11084 189760
57853 19897 161529
53526 24858 160004
35205 57288 164309
12044 39510 193029
11526 27254 170773
2547 63234 177733
58979 19931 223791
8456 23698 202908
44396 30609 227723
24171 41454 159040
50542 19566 159445
26334 16071 185770
30373 50758 201626
32617 56374 182811
48544 49986 233105
67113 3086 161408
33436 11120 206560
34864 26103 162789
58387 12149 212620
7394 24003 193113
55509 14250 189452
27919 33664 200278
45942 46220 214486
18649 18094 213568
19160 25161 221057
23190 67407 195663
24746 20640 200717
6471 59471 201040
23090 45839 166703
68168 2191 181999
44824 53003 160335
7771 35569 216626
49983 6685 172477
1360 53287 218701
53833 746 227383
66673 36940 178707
8618 23140 165372
7420 4305 185530
31679 22661 209388
25258 57271 199339
7964 50692 186492
55770 24911 157751
38845 49934 216226
51995 24587 230732
21581 30005 208075
1164 49521 164028
27905 16941 226827
54833 36256 202767
53852 61279 160410
1924 36019 183629
14117 10885 188782
64389 1627 223446
9349 66286 188547
60066 41925 210124
21049 15364 168245
49442 44210 233335
26291 37386 217970
66340 31223 168138
63726 49528 229262
64502 35308 217919
31428 40898 175247
65508 61310 179500
26379 37547 197905
2941 10548 166491
9952 64967 161640
61141 37875 185045
54055 23607 201563
10658 63618 219822
33687 28462 222183
37937 3872 170423
16452 54928 169732
34209 34855 219762
10848 21077 193751
23404 34708 213339
10276 31973 197207
62887 7844 199079
64295 61909 201316
38657 42800 193722
27048 39905 166573
65302 16638 214691
47018 4645 223615
25864 41302 200175
8623 33005 204403
62251 12898 205471
17032 14744 201353
10831 60841 220987
60829 30215 172440
64909 59224 224737
34483 48656 213237
1561 32178 215502
4513 40228 201390
60795 56692 173674
34261 24730 178708
1871 34207 167075
56769 32213 214867
30160 28114 164588
11248 2609 223270
65029 8673 218406
56133 44312 196668
5440 15748 167898
53167 53706 166589
6765 34349 183767
9875 54787 186336
68270 62403 201334
38376 62481 157348
30664 59831 176413
52789 54280 178042
67749 7848 179071
44874 21417 214997
57107 7009 172773
62785 37703 162938
30261 38616 201482
28899 15778 227323
14790 11566 224688
39631 55308 167164
57311 34240 227965
43043 47860 158606
36613 11753 180154
22230 39528 193550
7985 45430 180102
39762 28409 162397
19024 43762 213051
67671 18498 214055
33537 46549 218899
1993 47754 213090
11667 53629 178059
31354 12789 204826
63878 61426 189663
29599 44705 183754
65428 53308 204669
35811 65628 200943
60316 59700 214966
46927 35519 169794
38556 42531 187516
27482 22201 207982
42328 13446 213006
13173 65430 173796
1515 3046 230333
47358 18784 193996
63034 38922 158413
328 55045 225180
28336 26587 228860
56447 4734 177244
7743 58156 176201
47345 51510 183810
33015 33088 232280
26844 550 219544
9960 49126 211116
30546 58405 204473
68294 56853 205903
50938 26237 187400
12309 63782 179269
6157 63456 171627
30715 31279 215174
45573 4329 188737
62241 17880 231008
67214 42301 179743
24312 59632 182901
32762 38568 156160
47221 2906 205763
68144 24098 215711
49094 44389 223911
28387 35753 176816
54471 34393 196170
39888 67037 205159
63257 23028 211605
14625 29907 186289
5972 19754 215218
53314 53965 163693
29573 16044 217251
41991 21211 182185
565 26306 193644
52735 68173 180749
13077 57301 188562
41499 2253 231441
42359 4376 198264
60329 40695 199439
40758 42443 163022
16719 52864 162311
1998 61680 222298
49143 5263 192642
2690 43960 227086
15396 64059 176816
53328 15459 176910
45679 32342 169220
58471 49053 171348
16678 17174 175937
49806 49600 205315
37936 49449 194690
53882 25993 191014
35833 17071 199989
16501 5007 166336
29608 43317 209180
2014 25980 187486
43519 33851 202010
62364 15835 164427
51077 19294 155970
15604 68113 174746
12883 20415 207808
27410 60659 217385
67082 3567 195465
42014 54170 189693
25510 8609 167168
35787 56337 223911
53708 65009 179678
2295 34498 185995
63223 13228 194245
64498 58765 180820
26671 60607 196410
62036 7746 187157
15468 41684 217117
28622 67666 163741
35343 67846 225329
8542 1145 203367
38720 24688 224181
11358 28361 195899
67096 18366 164057
34399 3893 209587
59282 757 193888
39789 65241 216816
32377 16110 203805
53040 184 228941
22366 17381 171961
43790 38267 161758
59876 62201 188896
28571 39042 203586
65686 17258 168076
20450 6775 233212
56807 25702 204482
56334 20889 176486
63371 24188 207329
29382 10057 177458
31190 3887 193203
57421 64250 209233
49344 50518 225322
35445 65237 156728
1887 126 176681
57925 2158 157533
9770 55766 230816
48788 58837 157193
6571 68114 176184
28824 34872 205497
25441 23114 198490
23867 8407 186661
63814 42341 227963
55727 38435 161773
17130 50278 189981
60454 63919 227615
3549 32106 211460
12588 48434 180073
30968 31740 215406
5147 45494 219746
1460 50916 204002
6128 51125 198243
17987 50297 161887
10660 11919 193430
48456 32748 181932
17326 33950 193864
55026 16495 156289
46666 58777 162200
17044 12467 170953
20329 53034 172894
26697 3280 216814
64918 11789 230717
17907 42215 224922
2907 47485 181345
56335 29211 195439
64236 48137 191161
25106 44658 216847
51946 59923 205531
64253 18963 182325
32975 66527 215196
53321 4164 178545
10625 37685 207220
36975 17631 232406
13037 3075 213281
55039 118 182378
20648 46972 156911
51952 67676 212395
65392 38325 174844
31377 8120 192213
29704 11481 165111
26904 63271 189637
35107 1287 163634
64871 58546 199150
12757 18157 193261
22461 21268 165468
20882 41433 196597
676 23187 218019
4206 12407 219964
60745 14353 168338
9987 58035 159823
35091 23573 172893
62781 64790 192792
44051 19136 174575
25225 48380 169071
7605 40307 198313
618 47864 201430
28289 3221 189826
13085 39223 166698
55252 42963 217500
43750 34786 173822
30290 67110 196054
51774 2768 192506
47948 52072 180103
16373 45385 204412
46374 59537 175084
59772 25666 175248
41119 51332 195830
25100 14384 161811
27157 13121 156654
15179 52768 220778
38777 52084 216766
47148 28841 218364
19321 54226 195034
50423 33776 172113
50810 61985 161199
5619 10809 179307
60549 66737 213202
66741 39038 184922
33810 24746 162587
50176 9987 183275
38774 42062 190545
53428 19 170282
40089 10418 176463
27095 12831 193397
55432 25903 221889
1875 60189 208091
31419 45696 220335
27419 47629 196283
54402 64825 176607
41680 67454 188962
35982 4976 182395
51557 37583 164072
30255 6124 163318
47893 6035 217923
56834 22481 233420
68049 67442 182338
16282 49287 223001
39086 27976 232745
22997 6214 179307
32551 9886 215075
28239 44505 196567
55835 44895 185832
45255 51436 199827
7290 37584 192027
11154 46791 216659
41107 55204 198357
21162 1035 212432
42641 66578 189466
10847 21586 198185
42824 54155 203401
39485 23127 213749
44923 32031 177974
42883 13275 186781
17329 50867 226665
64051 44306 199635
56970 34619 165387
67 45248 165655
41255 43276 189084
15120 54675 223950
57727 25002 199611
61540 38799 177258
8592 34804 162761
14138 63324 203599
27422 35432 166782
34982 18548 163119
38166 40567 178230
35873 62252 163373
22163 16038 227610
20762 851 230896
40520 65059 198695
30937 59541 159245
26184 13461 200793
60905 282 187286
32501 29669 204093
35920 27129 217869
16513 24429 158842
15850 64716 168817
41078 17337 165804
6204 10726 213624
4827 59416 158685
41714 64904 161570
58444 63102 174467
19045 38045 209660
26167 21053 168934
67451 36142 213627
21285 64441 203957
53768 8236 179406
9143 51657 174033
59253 3386 227271
36538 22560 174836
68309 55157 195940
2751 41636 211358
65793 18431 226378
34039 45981 173638
24534 19992 193325
21837 41494 182210
67731 29386 211094
50902 29721 205013
6348 37440 188038
23506 55205 232031
47659 12245 220587
13695 64229 214606
64685 6465 167626
14516 21689 214414
1739 12151 189448
35204 41130 205627
50028 39737 195967
36066 7844 164462
42688 67344 218544
56792 64562 188576
32834 51372 178276
44121 37762 197482
4273 32343 162089
13671 47380 196016
23511 22398 210103
63228 19208 192231
21635 15442 222921
63910 10106 188900
39224 44090 208102
16288 31485 189013
15439 32250 168948
35130 28724 199499
8130 7384 168750
50118 64106 171175
16016 18228 164524
46860 62770 191073
9158 56002 218327
48050 63914 158094
9670 64256 192046
1793 36618 187630
63940 33853 193377
9567 31155 222711
16464 63307 224831
27461 28939 224630
41430 8968 184460
53918 50570 231514
34984 27231 214394
28492 67551 227338
16441 10921 192059
6043 43917 212789
19342 13872 193307
25950 48651 176165
28352 54278 174951
4147 43635 161004
62493 14294 210232
7166 60681 158439
26183 29364 211358
66910 564 160724
11542 34883 155765
16485 18093 200611
23636 33788 220158
44357 29205 178838
22825 42198 215666
46895 59600 177506
26589 53356 223369
38736 8007 173016
62837 22360 156606
6333 6287 213167
50414 32074 213613
48092 35623 223308
37437 63369 167151
51005 63362 195863
21862 53614 188781
28885 8722 219511
50513 38897 218240
26267 38140 196442
41583 3709 194264
17700 38706 190320
6203 8804 183362
24663 50088 167006
17373 24511 194810
16443 25361 227676
10593 7443 194278
41501 47598 220534
5711 65551 169546
10297 11887 202083
48098 50664 206325
20525 20456 194821
24835 63082 222385
4540 11989 166082
6910 65677 216216
33925 30953 185722
43652 10400 160558
5669 62607 177313
37377 30343 232338
51061 35860 174126
46118 9345 219022
1420 40330 174098
16831 67284 226929
53769 16914 217195
55495 220 156139
49549 2430 226689
23991 52897 197712
54638 7530 171847
41500 41919 192088
2402 40804 179570
21903 16976 205340
40777 1434 177826
55722 38975 176104
26169 17000 172972
62854 25919 214021
38403 29065 159067
3864 44062 197849
35831 53723 185177
54176 56253 229172
44644 42900 231725
54038 65530 157865
61178 57194 184930
25613 63332 161034
15244 37701 164761
63679 64723 166249
50563 32315 170055
63057 49717 220899
54184 61826 215724
59510 46538 183987
56852 54923 229311
3312 2845 191765
29315 5679 219494
35402 56329 180907
43580 67788 172791
65852 1984 218448
3608 5717 217257
12406 22964 192135
55735 9595 203193
742 9224 213535
42151 58964 205994
44287 54557 233200
22504 45167 174376
58829 37665 212277
14629 17809 226676
2962 58866 210784
22638 65067 159565
58463 13118 161304
2273 43092 224915
34138 6624 226878
59800 8736 226693
53089 35803 165003
25419 10604 217605
9786 64429 167247
33081 11787 183241
66953 20232 161594
40489 41787 216216
4869 29177 198941
5665 16431 191512
23933 12643 232836
66306 6761 184169
26571 52844 196343
29651 26437 222585
65373 37720 175628
44123 51371 169045
46566 67821 220108
46856 47461 163993
19292 10172 233213
53070 16587 197633
34779 35945 188739
12145 4570 206962
11563 54864 176148
3443 16100 164775
48192 12622 170949
46383 38728 172253
64106 56915 156184
29569 35720 185583
39112 7128 230242
28856 55712 226389
14764 60364 183393
7125 19747 229457
35845 36007 213752
17336 37231 181795
13293 45491 185864
53008 65839 166326
38132 12787 216919
1198 42771 159918
56928 64874 158049
9938 26806 180820
1421 65774 194812
29842 51437 223655
30055 14769 188058
57896 54821 156184
56454 42367 207901
4829 30062 209523
13854 2821 207229
55798 63361 197258
3094 37120 173391
66101 11018 183285
58876 60497 182788
24922 4949 196096
50958 43282 191874
1644 15317 219825
22002 67888 232103
17025 64359 199873
4358 48094 195277
3202 66852 208468
14348 18569 222482
44834 55264 201029
21761 46178 165603
65971 43961 194783
5955 34800 187161
26193 21745 214888
43232 20856 176305
31298 61811 213756
50650 22512 196731
68150 53850 177257
4099 22910 185230
47251 23400 164943
