74485 209542
41599 38626
12692 69801 230769
71793 62766 233142
70485 58428 234167
62615 32109 288418
51935 14222 212494
64692 68255 228237
34933 23111 275065
72197 72988 304631
34481 74358 264908
53315 46247 247385
37126 64129 220653
42739 62433 313196
46859 34921 290246
36754 48014 214156
72281 17003 286071
49910 62474 293457
3570 16229 213439
4916 45783 271701
4074 69905 236169
12314 5315 231616
39954 15781 227802
70391 65238 228060
20760 63625 224748
9643 56901 288048
23442 39737 224870
58001 61959 232992
55859 52468 255819
5812 40148 281143
70807 50781 292605
22284 69603 276004
74222 28209 293502
50500 62161 257555
72239 57334 313229
9722 38670 289993
59598 70683 295841
35394 47487 245397
20178 59986 229474
10097 21126 219990
72202 60861 311728
71805 16995 230666
11524 23800 231867
60923 53939 281198
60875 40296 298749
11227 21879 255082
42365 16406 261497
51262 9145 301961
14487 32059 306132
46882 58003 313884
5710 45110 280521
70177 62724 285418
52010 68821 296626
56714 52040 258937
65787 21693 287477
13962 42551 298739
68605 34769 221463
31365 18740 307654
20268 59593 276623
7940 39293 226170
43061 62269 212113
15874 13906 282161
21534 13623 300074
60410 60403 300555
66455 52458 290015
8648 33605 263668
68631 24408 244330
17831 46742 221484
27428 57079 311320
61904 13745 282082
19232 14230 288853
8358 38926 229725
46622 30118 256474
7786 457 281558
58645 25636 291646
66475 7251 297417
42000 26986 292982
4088 24568 252607
65871 44528 275935
4898 31077 288386
1399 529 262935
9401 19921 245978
58324 32191 213514
73372 67525 233367
953 32198 282500
66870 793 234043
13756 63016 307984
34489 52476 271454
59420 48492 212637
19896 63206 302955
25399 36620 268338
62899 38435 223600
37481 56500 292371
34306 8899 256614
40220 40909 277934
55957 31277 273653
44681 7084 233500
5858 33097 270802
47155 22846 243522
68687 51244 251593
3455 63182 232498
58390 26396 270516
3614 16898 238161
15744 24395 244838
7834 6811 268311
73026 51248 239020
979 46867 298061
40875 45031 252971
15096 33045 211723
67056 36575 237772
16985 26090 216472
50612 53436 312069
22432 5470 222875
54619 5050 269789
10860 5241 234012
14331 6238 210954
42678 44548 264503
3152 62369 272647
18021 6603 279764
23535 23168 306520
51404 18142 261577
13314 56234 296141
57974 19892 209854
39458 41001 242752
53587 53924 287612
23804 3250 284862
59414 72065 227702
31319 20190 249945
3014 58632 236165
44924 20025 214883
10382 5862 219230
25033 44345 241409
38028 70254 296562
59328 61365 296212
50180 50936 262052
40554 62809 232845
29112 57292 242489
47873 10850 306875
30030 38518 299631
63371 54297 287758
46502 70633 237601
73724 61335 304456
20789 60851 238718
64527 35302 265817
18091 44654 252197
18897 68616 290963
1268 71242 276038
4612 70171 306209
60838 47572 267084
23499 13775 265465
4999 7103 236235
53258 17672 262253
47617 22368 215057
11482 14711 271532
50940 20259 282041
65254 12410 275958
25495 57317 279409
30629 14840 295041
41645 26408 236070
64850 2626 273370
295 32659 236663
70761 63185 279897
62231 27230 257515
53300 60973 249662
45390 70486 271256
25020 49400 213871
24252 9005 236967
61172 15379 308542
46707 34048 219920
44626 41336 257750
5155 21599 224208
52163 16453 307109
14137 42168 298610
53097 35545 214262
41710 15926 260175
2364 26693 232032
31364 36133 294432
24439 2378 229052
50512 58754 240841
26760 61050 296017
31569 40245 253037
42162 15748 218153
58552 57378 283318
47758 8862 287835
4041 43526 217765
41697 16307 279051
66726 72667 277706
47802 35708 290294
6391 40081 278781
2437 49629 269668
66959 72654 221472
33318 2156 308298
71680 67590 226031
44768 50878 302266
25163 69365 304662
38507 62864 257521
30066 64230 215896
31730 29737 212846
12737 35794 265445
45629 48385 281318
32515 20040 298424
26820 6440 227425
55008 28569 308109
71620 27092 312096
7613 49926 249297
37545 56985 281014
60883 26432 232693
24073 37259 254402
40896 70039 212507
73021 26417 211067
18618 56507 250384
52041 6821 214826
28959 32059 289065
538 17052 275192
72208 1326 309331
32158 10183 285675
73824 11831 216672
53230 8382 242664
73554 49305 260849
32919 44301 224993
66744 71371 309128
55349 2015 309579
3269 17788 311210
60873 64466 272699
19380 65710 276090
74046 71383 251548
68406 41917 293059
42677 16724 246509
54720 16365 225576
6004 14920 219651
53588 62216 304852
46601 25263 284113
60660 66948 312261
35822 34650 237319
4692 27202 239273
15589 36300 304275
553 63145 295111
41806 18997 312071
69067 54158 278384
17364 59288 303588
32413 28703 275958
43413 45286 259345
66784 12370 256620
40814 35708 291444
35468 33250 229767
45989 69874 236335
36935 30983 256175
465 3037 289781
48376 18782 231133
63094 44655 306753
44595 23518 295712
1876 1213 295360
52336 40372 300442
7656 20274 312754
47323 30340 245939
64849 53830 313400
7905 54293 219348
9707 14070 244739
28428 25230 216799
45674 11072 259922
21004 70407 284964
50758 9601 219215
54861 57266 307905
70632 13 301061
74364 40458 243976
69027 59538 305205
45567 38844 312925
50298 6208 280871
42729 23346 267014
15736 50883 276650
26972 3857 228119
40748 41800 293995
47544 25370 307204
31851 12972 238505
21825 70707 211838
22422 22406 276324
30914 43619 301755
55146 18714 312904
30669 59686 224550
56302 40963 247946
1876 28461 310227
44602 61468 274928
9201 9394 234040
12142 57878 221980
39378 29378 255952
62298 16076 227721
2599 27964 313450
23121 35718 226515
20543 62021 223215
70645 64140 218070
27608 60159 227075
27051 10009 291348
11813 8155 213820
13580 3423 251855
51121 37994 264217
18604 51648 264644
15078 46587 253313
70575 2779 284238
33477 39660 309486
63351 65673 301550
44895 53382 240720
11338 12699 244441
31584 22448 313750
7871 27938 249715
67469 29268 233562
37176 7266 237801
48184 22775 294211
1035 34817 223557
12809 34033 210682
50816 35260 218236
21723 20040 258321
68124 18093 254294
51242 36416 266669
67093 60307 238391
26787 21120 211924
27285 51928 277892
15049 64510 263107
57111 32677 290112
65030 47756 271312
50383 69931 251421
35740 18449 301375
24733 32840 275993
2682 63859 274860
50635 55420 282598
44651 64298 258888
52593 25372 258512
73838 49116 293449
33401 72396 228713
5180 32334 216572
66575 37651 289560
18761 58526 306746
21107 19882 250024
14717 54938 290565
64243 18485 303042
30725 15030 224985
72484 64245 303643
41038 4001 280138
29860 60930 273895
73508 29312 260135
66750 69498 260951
15286 52892 260177
31315 68724 304075
7507 29908 302142
28649 36256 311442
10284 63474 264915
42812 11254 225392
459 5484 229489
63415 39879 267588
73279 31831 270145
12318 4786 257510
42967 20686 266085
6375 8461 223442
35809 69281 211517
13523 11091 229430
20983 35331 254844
57735 17401 302479
15619 73057 287670
19225 12083 271563
11954 16113 269423
13029 65114 212222
16741 64291 253842
2883 56112 261908
41767 4740 295366
56642 48689 254117
18547 30004 249936
36496 23139 274319
792 25001 222374
46038 14636 255536
14407 28334 275543
17256 70072 297143
56796 27983 277267
7996 71646 302280
71916 6522 219182
40141 9128 283734
43448 15561 299405
70344 36834 261150
38815 6545 226479
36491 1672 311822
43053 8696 237242
73485 68850 230045
21169 51199 266000
39087 18606 311724
28567 11438 298483
3489 17259 234796
42494 11172 238838
37218 12132 308914
31767 48496 299938
11760 61731 214432
14678 9662 210511
74359 25408 244445
62452 16329 298390
72674 25492 309433
53635 2267 263161
16215 73386 270998
72712 28039 310450
17913 69285 227575
47958 22384 229011
34526 39373 296201
71859 11815 304391
8022 17724 238883
17724 67759 214296
11132 66156 304072
68190 5325 227217
49857 60622 314164
62585 42200 309900
66176 74004 274562
49572 45795 213860
34053 28900 265166
2390 10908 211513
23308 59822 268434
43677 69454 219389
21065 36923 264271
14008 21397 246069
992 35947 258397
64122 1634 283014
45191 29047 230316
53489 22327 298345
5073 38764 278851
23433 20761 245949
43364 46432 312557
13809 29621 229873
67614 12534 266205
46944 49208 270654
17128 61240 309945
48849 73666 254621
56104 31175 220304
68288 48775 300062
38993 31559 234673
64123 48569 289638
42831 7044 262193
33439 170 234687
25422 48769 250738
34680 82 211243
71397 71934 288267
65176 29965 224765
66684 26863 291592
10834 24291 251080
5791 61906 238609
67008 34941 240093
21787 1467 237937
63781 21120 276410
36583 58598 253398
36942 25712 271319
32335 64531 291042
45315 63525 312952
41969 16299 272049
22845 69530 273758
1342 73202 304114
55627 7134 275761
59490 7648 265159
25771 33384 301432
67984 2718 288668
69916 20346 258729
65434 67353 265302
27369 18234 238478
40633 9746 306123
25149 14718 277669
51399 5725 289457
36720 52049 258938
59302 41379 211824
38815 68501 247775
58263 38826 219221
22341 1595 289855
49828 29161 228267
56355 49067 295269
69564 59638 311021
65701 29462 268926
19315 45643 218193
66008 35029 284446
18757 15030 220941
25945 32832 271736
70848 64978 253873
6650 20296 242033
9216 13776 215543
63126 63404 209582
43890 53569 218469
48623 43500 286906
26796 67292 312164
19146 71631 233942
60090 20960 296885
15219 10493 268838
59188 30128 219608
68192 60416 263170
19195 34508 252771
11149 69378 242108
11057 55718 232595
71373 7925 307585
55293 6251 305150
2534 57512 217322
57119 10534 280165
61647 12524 214207
53978 51478 281388
65150 22238 273935
26580 35622 309418
20974 37213 256052
63400 60798 231458
72811 70833 296012
65685 3077 303772
11922 3735 252697
37296 45318 216444
40118 18513 310893
5453 42120 258678
13558 46722 279384
70654 73254 266869
10252 57728 289209
58722 1118 231844
12406 7286 242878
4617 12554 307111
25270 10779 288303
9968 26340 269678
3238 65166 243680
65348 248 282974
23568 54839 307009
49754 36901 276745
59487 32006 255509
22267 25162 263098
18456 24277 302393
34887 756 232651
44516 10236 303582
7705 15263 245243
72780 57194 229506
10073 68154 216324
62527 64825 233181
59101 60528 244499
65352 47370 265646
62210 17734 252868
27091 39039 265488
34172 627 212201
71567 10529 238037
1470 36743 257083
73177 48758 263776
55201 31398 267284
19852 4581 275636
70812 25055 214721
7980 25569 215800
39235 1904 293164
3303 64161 220040
40161 61515 289988
52329 20007 275359
39768 40063 233701
27667 14941 251053
16748 19401 229051
67759 30235 260970
4652 30713 270880
36237 5054 258315
12753 2538 309201
57990 34704 226775
33197 3718 245306
41836 16042 238347
6357 48986 280486
18954 45482 247701
54305 66559 277080
59063 65150 240477
66809 58074 222177
13676 61156 228223
53625 30681 232819
5477 70451 251456
2422 10022 275755
23843 4437 240186
49069 60744 217830
46009 4529 236786
24715 23027 310190
16515 31813 306712
11464 18942 253050
16596 58936 224873
73601 51174 291505
61907 4516 274403
25638 22160 218051
61601 64778 255596
39972 47924 219168
60486 17627 293406
34563 24545 266941
10523 3282 240463
46859 25863 215096
9683 42307 277904
16396 23228 235046
15386 44102 252199
11826 44823 271255
43515 14600 249329
68874 20988 285662
52135 52892 283991
14293 5905 287716
17811 65457 290551
1391 61328 215342
60791 18146 276244
4451 22256 289143
9327 11657 265739
38271 27582 279568
60349 1088 249974
73112 51720 271687
32005 65490 288403
28160 226 283347
64247 25013 262532
69911 13822 223435
41188 37873 309757
68604 3391 296670
49826 57072 293732
70351 61634 262709
10918 27643 227586
51125 31077 272663
41271 73275 286805
48765 38131 305167
48798 53868 281845
51744 68549 234686
4212 22337 221837
62806 61618 273363
68359 27902 293629
24092 24669 224183
65705 44772 305997
22101 48128 293985
45460 9157 281777
6730 61167 236622
47496 32628 267797
26988 12190 305258
1791 24063 282241
50997 56293 276429
39736 19136 229219
4249 3204 290767
42027 53492 225824
9050 39488 302757
65814 65261 281982
33702 9746 219767
23122 27004 253548
68920 426 278749
11781 42230 230659
2267 25405 287227
39747 36328 259335
63899 69724 216123
41157 15587 282044
35339 56745 236628
47468 45626 308329
806 27204 214291
32167 1840 212777
34311 64554 311128
66870 72822 280862
68304 30313 290911
67353 42872 298062
530 67921 302203
28122 39643 292101
67780 21409 270281
33734 41370 226581
69429 20546 279997
66065 64123 290012
60493 730 266371
74454 17032 275822
45721 71361 226664
51031 27179 228505
40887 7144 236204
9964 14928 251231
71138 12308 246747
66485 69495 259442
264 2727 260131
59587 44963 272935
50916 6739 249865
59830 55723 212476
25926 39988 270622
9123 42223 305065
33680 36737 255484
34974 31341 245662
56453 1370 298210
28734 11021 238246
30077 49612 269249
63581 44647 248053
65100 27072 307022
13550 57629 220317
73489 59300 235549
43068 2820 239397
24186 70329 219104
53079 18685 252505
27648 5674 272675
50976 22641 311223
44165 46167 226355
51741 5497 223193
12270 36459 274526
67523 39966 222624
67557 37537 224314
58379 60898 259934
59805 49622 269887
63961 55878 265959
66929 72858 287841
3322 45791 220132
9664 65623 259364
16855 50772 260436
32496 43697 286380
45720 52887 309455
40752 18898 307640
6290 39794 291848
21502 60930 239552
63838 11286 275473
55054 34386 268810
65785 23757 312342
26331 25566 215027
26530 47445 260404
28713 7222 297658
5221 59478 216839
43820 54930 228266
3489 913 308820
72880 56068 253425
63788 69226 302331
9691 18418 219215
16687 25899 264300
30912 66992 235943
863 12757 302359
34536 36101 262736
45481 55342 237655
48312 44240 297108
63578 25768 229261
19252 65159 311718
19509 67956 238293
57951 14256 222844
47981 58471 302244
41638 39910 279097
26305 1927 238886
68067 61246 306747
48057 2392 284694
46020 47522 298217
53077 19963 229844
23412 65010 241439
31440 19549 305140
39677 58075 263497
67900 45858 272651
39554 26412 309126
38788 34431 303553
72196 32322 219667
16933 24454 245512
46052 41424 247650
36851 39921 290949
13496 24748 234141
68248 2492 295833
24789 29428 247308
42150 54929 283691
61454 131 236031
73349 13865 242108
43331 48443 281559
43135 13425 295584
35723 58631 273085
47554 45410 266286
5462 71418 217995
48363 70311 270564
43218 71236 257634
62215 42078 232136
64165 66811 248398
67218 34480 239563
59797 63257 264859
5149 58260 289077
19924 61131 284588
52401 3898 285099
27621 48538 285106
27215 49995 225371
7539 63237 264673
69810 49652 270149
58108 14293 285767
25807 68657 231968
56002 3224 274000
64850 71317 216746
61308 21676 264877
16330 45685 221257
50703 57230 235545
1388 64587 216316
65708 18451 258293
29037 70344 299414
48870 25926 228344
67200 48504 295854
26346 71782 260723
24358 47189 271200
71494 24704 309739
51725 13318 271754
12927 55844 237923
11017 64012 297607
28604 47643 217020
1290 64105 288398
18053 49997 218981
25780 57472 299531
7184 16465 278486
39683 55591 212073
73364 71920 227939
35546 34684 279363
36577 66170 220762
2850 26140 281467
36545 50099 222187
9424 45369 296502
39095 66988 259356
9213 67124 222495
19432 48815 250508
40199 39572 262835
60242 54363 286882
15306 12343 273910
2241 11837 269659
10371 43806 253659
31177 18893 211522
53614 1686 212662
19124 49358 237887
40905 60405 244940
64448 31298 226554
15936 43392 222172
40640 17193 250029
64905 35352 311744
22536 63080 297620
26871 71427 306415
35787 27999 257703
59751 15170 265638
71100 44387 297568
69530 17169 254493
64180 235 277434
65957 2958 314304
23934 5513 273057
11441 25871 266874
40152 66322 272149
37332 46012 259227
68376 55371 209621
37240 67682 268636
10380 35661 310011
851 59333 236616
41252 3889 277401
27041 4201 297138
31026 1708 219647
34027 32704 236223
67782 36539 295806
26541 41465 274207
43236 52229 238908
36772 31068 267724
34262 9580 222544
70587 39046 287553
29046 62531 282130
6549 22673 293757
65939 22527 243961
63639 23322 228574
21109 74454 214518
59724 13686 269255
71416 56161 283033
67284 48952 218306
20310 28124 242530
5623 47801 312848
570 45629 240421
26410 30141 304057
74364 1517 271362
14023 33528 306977
58213 40900 215757
72320 29155 249386
3422 45100 235942
66127 51982 302199
41200 53371 211427
18219 56047 253728
56346 9851 252593
44483 9151 228909
8066 10834 258776
45994 19387 264911
34382 14615 300321
48952 3187 276087
2270 30210 311135
12331 49305 307953
56895 34343 270122
52422 9820 270638
46528 58941 253635
57872 18985 228518
39207 66469 298000
28783 63342 213364
31089 68772 275755
9151 19649 250171
58505 38381 302938
35437 9169 234024
67966 43166 295519
31116 28033 273090
69397 1937 216092
64543 69667 256110
28029 11703 218468
42151 11307 270723
9803 23271 260202
23241 51597 279467
37850 52382 216570
15935 60409 274833
61148 32381 309906
31071 31959 259647
23146 15766 258151
72962 49231 310223
41861 40755 215583
20602 1298 231672
71464 61887 301029
41690 18130 246455
11568 35768 251471
17251 18487 296797
29438 65685 312770
51753 16437 270977
51924 58965 275916
42614 41895 295631
27302 25122 233627
14342 10092 224205
35175 33355 222898
1588 2080 218860
7322 47091 266861
53706 8262 261407
71283 7505 260468
12223 42233 257552
9716 11164 261758
37558 54058 267053
26541 60220 270148
67228 9906 250005
54533 54712 290755
69146 1809 246637
26474 21873 227126
54978 73934 235821
54925 49282 212516
1215 39872 235773
5034 50073 281475
8988 14931 251858
14019 40297 301624
65006 16183 257868
33196 68718 244805
71447 2808 242066
69410 27857 247934
68917 71687 286546
25992 74326 287109
72722 71075 285837
29652 50872 300511
58043 69988 310879
9780 55936 230834
64776 11435 304192
20792 44613 224414
66960 7714 278207
13942 34288 267157
66380 10191 300260
5919 61298 255865
48419 23097 228721
61764 53839 311604
73902 41985 266785
63147 5544 238826
7844 13980 237960
23905 9750 217296
71561 35630 305263
54658 44036 277704
64035 30742 231145
42923 31473 276394
23162 73897 279315
40039 8870 246552
29291 49933 247813
6235 44318 219064
8736 5205 279315
47620 59291 268160
40758 68758 286191
20264 44249 228736
72925 44881 267113
39417 64127 228801
2394 21399 250075
26358 32686 236508
64014 49572 241685
30249 73458 260003
7899 27874 295806
485 11770 243510
23974 43178 238946
18014 13968 258245
20145 72979 255500
5171 44707 212122
28718 59295 212241
36133 3733 246984
26190 57671 256867
45015 31082 247366
69570 67189 222108
1326 70856 286531
14969 16000 288362
62158 61889 209640
22916 56887 212962
61165 60705 215611
13396 40312 304366
47694 26362 215668
53515 10515 277789
38147 32074 210514
27186 47547 285233
59972 3050 295183
50447 28895 215190
2331 43271 254755
56680 69080 275285
66721 73829 305754
25264 61460 247325
12990 48106 239394
61772 34900 218426
61330 35600 227058
555 32646 295286
1824 5581 221812
35152 15807 251946
22815 2956 242991
46204 59533 240020
60665 47807 265413
12353 14685 248096
16756 38545 281073
48567 66552 250374
34507 21968 244383
53072 48851 306543
45467 62292 287719
59646 47191 224287
36746 6447 254995
10932 7169 300617
27386 17315 313672
35272 31678 245967
65459 39819 303085
66714 70498 285893
21810 46422 277506
61297 32438 295350
43654 3131 212933
49685 65912 276050
18547 50670 231767
71288 62344 281325
8767 64780 276744
58544 6042 229923
45102 19907 268332
29639 9546 223468
11908 54409 311688
72702 52372 270394
20452 50795 286459
39948 28551 251372
30089 59613 251620
64027 1863 230782
36691 33375 271952
61039 30269 223885
28394 45788 283617
24845 833 276419
70510 32553 265261
21192 8066 286362
35458 41956 239388
65048 53820 227417
60475 43813 256551
54504 14542 250314
6017 73095 272070
4827 10631 282827
20445 33634 231930
63951 58718 256630
14390 30904 305775
64399 69537 250981
11917 17485 251953
27347 57500 263003
36784 40425 263123
318 19187 304907
10085 63463 220331
19066 31408 258968
36287 31663 265518
18721 17958 246305
46150 6543 284171
11726 63972 218497
36581 62286 303388
32476 67125 285050
52540 38739 293068
59764 58640 256382
56099 31953 242879
2376 9815 257816
14809 41565 223837
16883 47332 278300
207 24380 270566
20378 16732 298821
8249 46479 258412
16691 46263 214170
67966 13977 287890
65643 69175 254342
15741 8142 234336
27186 15275 244082
33199 16518 225495
10799 15590 273632
71476 4481 219184
4733 57785 274981
12272 32856 303397
23577 68238 246715
35421 5928 306097
52887 47952 281240
65112 38471 286268
11322 14419 229731
20779 60163 217368
58849 71404 211039
56766 51050 298977
19776 25028 251819
62175 63822 290346
3199 20457 236309
62098 17131 256429
67735 20909 218217
40444 8813 292821
56255 46831 240820
8655 49502 231070
27792 152 275993
42405 28732 246096
10062 60861 288718
22836 10358 307583
17150 71765 294230
69554 64993 272666
11265 35037 209833
10171 21177 291391
58948 20270 303436
6693 18585 238223
60478 23505 304118
70807 73047 306999
4929 6272 215128
56973 13726 283306
1420 43323 277434
4686 39704 295215
27128 68903 266627
38364 6962 256614
16644 57984 298131
62114 35739 304662
22343 19859 307858
57393 43767 253821
3720 60052 264090
30919 67593 294683
11576 1643 241265
2585 60118 212576
62475 70585 262863
34692 26253 212687
1878 14880 283842
39639 2307 314025
52930 43014 248195
4517 33610 295592
23256 62932 243523
8577 15076 299740
46730 27070 311029
27466 6974 254065
16349 39171 283574
16092 20737 296092
43639 13354 225387
16879 51382 255373
35419 9141 250213
5455 30948 250072
69695 71791 232091
11846 60801 240794
10661 14407 260373
37175 35149 308600
30708 50501 272311
32764 59575 300635
33830 30153 230454
44332 45145 290481
54185 58369 290393
8348 26213 259418
45627 58566 211495
39580 43371 282709
51091 38889 274933
30628 10517 268459
61171 17619 261506
26352 67200 276957
18483 46769 230196
26248 504 291641
52192 43577 297201
65323 5806 306293
74205 40975 278098
39340 19233 215628
74342 64659 283234
3994 65479 269635
21245 49077 246074
61831 15563 246775
4344 24696 234866
17742 56805 243689
2902 60309 288035
11297 47645 293451
29289 38640 268666
6801 461 246733
63213 1443 257033
11652 71831 256940
43506 6086 241272
62875 26804 272421
64354 70223 306859
19395 18538 307932
12032 652 301831
32756 32295 292833
23306 16925 209855
63019 13081 271948
11644 72786 312056
8069 62577 292270
42349 784 260744
20951 54630 310715
61688 54584 253230
39290 21099 248131
31134 12463 234670
37821 18284 299450
58494 50507 258917
3112 60368 239451
63667 13200 276705
19901 33448 267705
23119 52886 238830
16802 12497 283945
31926 33886 236496
54509 66755 286518
14465 71481 276711
28233 70533 277753
24631 49961 223841
20228 23147 291136
45262 7395 306089
10980 23837 313075
19339 7957 227338
69516 68733 305775
41345 7954 272818
18360 8468 249898
71658 23420 227859
9067 1234 227770
2167 65609 245171
15 17431 277966
66770 7506 291175
46465 3558 258222
33428 14150 228565
19619 62840 271044
8328 65920 248372
41070 42347 253910
35914 6183 226957
41864 28875 241437
53054 7103 234088
44075 25970 231739
63087 59989 277637
71723 23699 262621
35074 4606 291819
28888 37489 295686
5761 17501 264485
19911 45944 280374
34550 15476 305896
28308 31308 283161
40174 33417 279031
28263 11207 266016
281 2189 265288
1339 62862 210271
54325 42332 223466
46796 59034 213927
43704 68749 265711
44717 21459 249572
23222 62420 221857
55074 42526 311250
48601 37478 262380
62582 50388 296562
29430 64261 276900
56752 52598 261105
65166 52094 299255
32261 41857 215062
64723 26427 275402
25853 60967 247920
65602 21501 221643
7771 18869 209566
865 25251 286728
2857 9718 209707
40331 8217 291435
56919 3778 311234
1171 14550 237565
17139 56125 308991
20112 29703 310151
35793 73803 292934
28189 11260 290312
48378 47808 273176
34325 40357 278395
46876 58344 272052
2538 6351 304663
10100 29342 212232
9959 9905 262086
45766 32125 237205
59185 24207 228402
63311 63991 284619
65551 28424 245090
58151 21070 306145
31942 49753 261634
61511 57544 227496
2213 69606 272700
51636 14415 297680
2403 15358 287259
32171 64486 290859
47743 68258 271198
17132 13030 293002
52374 61527 227516
35264 60303 238010
53331 50043 215763
70473 67962 253546
45478 7456 288352
39138 60934 218159
49448 16676 214995
62827 44122 222619
35054 67001 298677
30455 36239 276910
48694 62286 307226
3421 74184 272149
2204 43769 295724
14390 1804 294761
19567 49641 215076
43077 24592 306281
58837 25926 217420
5270 7467 261264
43696 49897 223687
64010 13393 259411
52250 20401 310195
71389 43129 291319
29354 28800 219028
65048 56673 254820
2274 5185 288129
41210 73681 245287
65055 34878 295206
9917 45252 285141
8886 11095 210330
44777 20343 259765
37296 74145 223962
1723 8559 286383
30191 63099 222752
58708 28419 226363
49123 22460 266655
53099 30505 271183
21011 42221 247093
24216 50854 215967
444 26828 261197
20312 12287 236110
2436 37668 291202
61899 56179 252603
42960 70695 246196
15936 4031 248313
60344 67366 258264
38342 29904 265175
17538 665 301852
51697 34917 280911
27633 30675 301098
67298 24865 279357
30318 25474 280019
56831 50577 264103
62950 44713 277156
73195 52110 283974
19140 10532 274437
57057 18457 283537
34671 1685 242905
9085 68531 300137
38455 69308 297512
41191 11850 305921
47493 22700 257822
51360 31800 257133
27047 1920 273557
38617 25144 221748
44569 33884 209927
7032 57934 301325
38272 28333 253821
1720 54251 233362
13087 38679 285456
14251 29703 269214
71671 55294 302345
72259 31767 311375
15262 2051 311060
45235 42555 247327
4759 54909 306775
23148 17138 274005
25632 66932 287026
13752 29281 219287
22175 71444 272321
61256 61441 305843
37960 26996 246222
38705 46688 272842
48970 43078 280460
29785 25993 304979
63694 70935 276235
33178 43912 257434
14915 23656 248077
24747 5970 273980
7741 56112 306683
35467 17053 301885
9234 63706 250442
73413 40909 282530
71799 30057 291821
54870 15237 274506
9735 27958 264744
53005 56710 301366
56590 54890 305346
72068 54857 290628
28291 45428 225530
17873 10790 254033
71243 70667 266846
65021 35507 278203
40412 17476 252450
7695 55549 216753
41851 46783 278038
17633 10734 261197
16063 40248 209904
2679 40834 313960
38118 24063 255846
32728 23541 286929
50897 22451 309036
47157 29347 246641
38816 30476 253861
8445 59817 238348
34414 62358 223111
67380 55399 232276
56593 45440 299240
30667 24991 265423
56454 22096 239563
9658 57876 282079
73551 10326 284238
64151 39098 287471
6358 40752 255602
70567 42216 286722
40220 6375 283107
30913 67313 280660
63730 15099 220427
7356 69347 232627
8277 32243 288557
52209 64405 266980
62173 50022 270162
43304 35304 250329
27630 53661 274941
29298 45872 274970
28855 848 226380
34281 46095 243715
36824 56910 265079
23881 67088 247207
9478 5976 263052
10563 61050 289430
32888 15930 275208
53210 16308 308632
71303 49493 263946
12531 47085 277403
61233 25528 231057
52187 9691 312493
66086 28265 304083
60915 1365 218463
10776 28226 223206
25588 42306 291545
62052 45651 231470
48392 1603 275097
4364 971 290959
9114 39045 310920
70212 13940 279751
49823 17361 308919
47576 20741 299061
73727 14814 237083
60792 14122 246421
60664 49043 210699
71244 9116 306404
66032 46074 281687
35154 37701 225043
1326 71108 243957
57308 73621 260699
417 69448 312298
33274 16315 246220
25532 34704 232965
54333 45294 293047
47338 67592 263066
788 58022 212429
51148 43674 297706
48396 59692 247058
51207 63839 231829
17555 51044 262143
48935 46366 215636
57297 21267 266988
11826 28889 241917
62068 12572 244384
37451 43192 227190
51333 60447 225011
43704 70016 230863
6926 32886 279709
31489 47223 270472
49848 61655 230017
74041 4681 224864
41602 37944 282517
34157 10579 215187
56399 533 233876
8512 55597 238081
56471 5044 270011
67838 41421 290171
53838 13733 253154
63112 47702 309492
63263 28991 291225
35796 66623 265728
50455 43196 271042
11617 42162 259259
16196 40827 266467
37489 73882 293908
63944 52928 289305
19058 30359 249532
45215 1492 252497
18551 19348 304343
39935 70793 305824
72729 476 250546
13268 18488 217229
49547 56714 289959
56257 73676 224789
67957 28748 237162
40272 62215 238774
22680 4456 290607
68866 41328 293553
54631 72143 220322
30783 35104 234746
15051 53539 256280
32640 4008 285465
71294 41901 242873
10309 40415 219823
22393 41654 287005
53873 19385 311583
7155 31040 296062
47809 45887 303005
30747 18896 308843
22031 31196 218533
49969 61235 250477
48859 30196 232720
36117 66067 233897
69360 50605 267762
57489 17900 228175
11329 47862 298233
25805 12939 311801
69711 59559 231363
24542 66056 292892
37062 70136 293888
38767 30613 250255
21034 74343 296807
19827 35577 289423
58916 25337 253727
32542 3874 221344
6210 174 289271
39561 31207 214944
70382 54394 234319
38728 36833 259862
5556 30170 259938
69499 18703 279686
54043 17061 257759
28163 58062 293659
56254 53344 276973
50740 30159 222919
16326 12612 226094
52338 44744 274202
38069 28836 305675
14936 34843 296307
25810 59619 237683
73087 36240 276572
37262 14347 235169
13008 32710 234566
54112 2813 279213
38945 39399 294339
14056 40315 218625
68985 2270 287244
15598 60996 289626
48235 64002 255453
60656 50466 227982
41794 25836 216996
72401 72546 292839
69661 25788 235301
51586 72240 278394
55097 629 312747
30573 44004 210816
19999 18485 246401
23972 20151 260367
70314 71576 216244
11081 65817 237468
12097 38484 307147
47039 27511 286826
38915 11049 249302
34720 12270 272099
52311 17498 235325
8362 14294 279422
21308 44187 261509
35344 49005 299192
58863 64282 296539
7134 4300 233323
28074 44030 219199
10696 16827 279510
64880 25255 273513
54895 1948 278366
50141 28666 306382
28279 4233 277184
2667 36108 270229
49128 44620 233586
1214 53860 303393
13616 64727 210896
21145 60805 262836
543 2819 295278
72916 59114 248641
69488 5835 300690
57350 49136 218488
26409 69518 281722
62133 1252 301356
38869 43666 273669
40712 69456 259894
45046 73057 234186
71472 14143 283558
2247 31696 264247
49108 27826 253038
